#{"t_start": 1755854826.2525046, "env_id": "None"}
r,l,t
9901.415883,3,11.591925
-5656.571395,5,11.599925
374.293572,4,11.604925
-5625.713222,4,11.610925
-5656.576034,5,11.617925
-20656.566722,5,11.625925
343.428255,5,11.633925
-5116.723058,3,11.637925
-5656.577978,5,11.644925
-5656.578782,5,11.652926
343.431276,5,11.664896
901.429703,3,11.668915
-5098.586312,3,11.672927
460.153301,3,11.677927
-20656.571677,5,11.684437
-5539.857569,3,11.688437
-5576.725117,3,11.694022
-5079.853402,3,11.700019
-5607.579812,4,11.705019
-5079.856299,3,11.710025
343.441026,5,11.718285
-5098.587874,3,11.723491
-5539.856178,3,11.727581
-5557.995396,3,11.731579
9442.007733,3,11.735579
-20625.710593,4,11.740903
9901.411927,3,11.744899
343.442803,5,11.751899
-5607.582312,4,11.756899
343.421373,5,11.763898
343.45008,5,11.773903
9460.142891,3,11.779901
-5656.578201,5,11.78771
392.42529,4,11.793747
9392.417147,4,11.800947
9343.422175,5,11.808951
-5557.992942,3,11.814074
-5588.84938,4,11.821071
-5098.58662,3,11.825581
-5656.576199,5,11.833655
374.295141,4,11.839655
-5656.584212,5,11.847775
9343.434507,5,11.855776
392.427631,4,11.862345
-5656.577761,5,11.870345
-5098.587316,3,11.87435
-5098.58969,3,11.883514
-5656.574005,5,11.891639
343.443374,5,11.899408
-5656.573123,5,11.906749
-5079.854821,3,11.911851
-5588.851134,4,11.917876
-20147.560337,4,11.923883
-5147.58308,4,11.93088
9411.148548,4,11.93588
9374.285928,4,11.942211
920.150829,3,11.946213
9343.421111,5,11.95322
442.011994,3,11.957222
-5576.7252,3,11.961219
-5147.586606,4,11.967219
343.439033,5,11.975223
-5079.859531,3,11.979307
374.302587,4,11.985132
-5656.583274,5,11.995302
-5098.586716,3,11.999302
-5116.723179,3,12.003302
-5147.577801,4,12.009506
-5576.723034,3,12.013507
-5079.851317,3,12.01852
901.424824,3,12.021519
423.280657,3,12.02652
343.435199,5,12.03352
343.429978,5,12.039519
-5539.857379,3,12.044519
9343.422251,5,12.05152
9920.142375,3,12.05652
9392.419982,4,12.061519
-5098.585756,3,12.06552
343.430909,5,12.072521
343.426015,5,12.079523
392.422904,4,12.085155
9343.419406,5,12.093617
343.454241,5,12.104615
-5656.574562,5,12.112615
411.18319,4,12.118283
-5576.722079,3,12.122579
-5557.997515,3,12.126924
9343.417123,5,12.133935
343.455672,5,12.139935
-5656.581691,5,12.147934
9423.276475,3,12.152934
343.459627,5,12.160935
-5116.722722,3,12.165934
343.431887,5,12.173937
-5098.585151,3,12.178937
-5116.721834,3,12.183937
9852.417878,4,12.190443
-5607.585487,4,12.197679
-5539.849746,3,12.202015
343.45102,5,12.213014
343.427371,5,12.220013
-20656.567762,5,12.227073
343.426414,5,12.234446
-5539.854804,3,12.238512
-5557.996235,3,12.243516
-5607.589362,4,12.250516
-5079.858669,3,12.255516
-5539.858564,3,12.259513
883.283387,3,12.264511
-5607.58551,4,12.269514
-5539.852888,3,12.273515
-5588.851895,4,12.279515
343.440218,5,12.287023
343.429017,5,12.294021
9920.145029,3,12.298022
411.155755,4,12.303023
852.455319,4,12.310022
374.283866,4,12.316021
-5656.574776,5,12.326672
-5079.857687,3,12.331671
-5557.988215,3,12.33567
9920.14788,3,12.339669
-5588.8535,4,12.346091
-5656.576185,5,12.35309
9343.423609,5,12.36109
-5607.581403,4,12.36709
-5557.989853,3,12.371093
-20656.565486,5,12.378093
-5576.725269,3,12.381093
-5588.852643,4,12.3866
343.434976,5,12.3936
-5576.72466,3,12.3976
-20625.714825,4,12.4026
-5557.998312,3,12.4066
343.450564,5,12.413601
9392.41353,4,12.4186
-20656.554274,5,12.4256
920.150462,3,12.432601
-20656.553477,5,12.438815
9883.272874,3,12.442929
343.453004,5,12.449147
-5607.582604,4,12.454616
-20656.560981,5,12.462074
-20588.83627,4,12.467074
-5079.853973,3,12.471081
423.27772,3,12.474081
-5147.582975,4,12.480548
-5539.856298,3,12.485384
-5539.856113,3,12.488387
-5539.858267,3,12.492387
-5576.726896,3,12.497283
-5539.852527,3,12.50128
-5098.582595,3,12.504281
-5079.854923,3,12.508719
852.430069,4,12.514038
343.444468,5,12.521038
392.422994,4,12.526187
343.442119,5,12.532188
-5147.584652,4,12.540182
-5656.576437,5,12.548274
-5147.584088,4,12.554274
343.541007,5,12.561423
-5576.725066,3,12.566098
442.009965,3,12.569098
-5539.856812,3,12.573245
9343.42021,5,12.580355
343.436287,5,12.586863
-5656.573657,5,12.594871
-5588.850967,4,12.600871
920.150236,3,12.606002
9392.420833,4,12.612118
-5079.854022,3,12.617118
-5588.849382,4,12.622118
-5147.578402,4,12.627267
-5625.721951,4,12.633267
343.429368,5,12.643212
-5588.854119,4,12.654062
9343.427444,5,12.667573
-5557.991433,3,12.672576
343.436798,5,12.681576
-5539.851667,3,12.685078
9411.148745,4,12.690082
345.419544,5,12.698081
343.438911,5,12.705081
-5557.994389,3,12.709085
-5147.57968,4,12.716082
9883.275697,3,12.721082
-5147.58041,4,12.727082
-20116.715686,3,12.731082
-5147.581289,4,12.736082
343.442248,5,12.743421
-5656.577608,5,12.75142
883.277514,3,12.760674
-5147.584435,4,12.76719
411.15941,4,12.774398
343.447781,5,12.784929
-5116.724385,3,12.789113
9442.004868,3,12.793246
-5079.854124,3,12.797246
-5539.85547,3,12.801246
9423.275254,3,12.805571
-20656.575694,5,12.813962
852.44554,4,12.820961
411.152667,4,12.826964
920.151186,3,12.830963
343.43744,5,12.837962
392.454168,4,12.844962
-5098.585293,3,12.849962
343.443822,5,12.856962
-5656.577198,5,12.863962
883.283407,3,12.872361
852.422991,4,12.878576
-5576.723954,3,12.881577
-20656.563706,5,12.890536
442.017749,3,12.894536
-5576.72272,3,12.90374
883.285472,3,12.914737
9343.423213,5,12.929738
-5539.850298,3,12.935736
343.439364,5,12.944737
852.437441,4,12.952134
-5098.584171,3,12.957066
392.43703,4,12.964554
-5576.726276,3,12.969554
-5576.727227,3,12.973911
343.459761,5,12.985722
-5557.994291,3,12.989063
852.4251,4,12.997199
343.428334,5,13.004199
343.434507,5,13.012526
9392.411225,4,13.017885
-20588.848326,4,13.022893
-5539.856388,3,13.02798
-5607.583218,4,13.032981
9343.416871,5,13.040298
-5607.578968,4,13.046463
-5656.57214,5,13.052602
852.422218,4,13.05944
-5098.588948,3,13.068485
-5557.994051,3,13.072495
-5656.577656,5,13.079618
-5656.574989,5,13.088963
392.443952,4,13.095104
-5656.575812,5,13.10138
-20656.56197,5,13.109058
343.495711,5,13.115058
-5656.576285,5,13.121765
-20656.572213,5,13.128788
-5656.577417,5,13.134789
343.431176,5,13.141788
-5656.579231,5,13.148814
343.461829,5,13.156813
9343.432801,5,13.163813
-5147.584583,4,13.169813
852.470135,4,13.174821
-5588.850882,4,13.18082
-5147.575192,4,13.186333
-5539.855433,3,13.191334
-5656.574427,5,13.201331
-20588.83627,4,13.206331
9852.413668,4,13.212883
343.458651,5,13.219883
-5588.854564,4,13.225253
343.42367,5,13.232341
9442.002408,3,13.236341
9374.271972,4,13.24134
-5656.582886,5,13.24934
-5079.853221,3,13.25334
-5576.723806,3,13.257341
-20656.573257,5,13.26634
343.429857,5,13.273343
392.421813,4,13.279877
374.285863,4,13.28612
852.438879,4,13.293441
-5116.725472,3,13.297441
-5576.726063,3,13.30244
343.443772,5,13.312552
-5625.721216,4,13.317553
-5607.583559,4,13.324008
9343.422568,5,13.332082
9920.148485,3,13.336082
9392.410204,4,13.342199
-5098.587345,3,13.345204
852.425736,4,13.350396
-5656.571767,5,13.358755
-5557.99433,3,13.363
9392.416582,4,13.36904
343.459477,5,13.376043
9392.415219,4,13.381043
343.454433,5,13.38855
343.449389,5,13.39555
-5625.718456,4,13.401551
-5656.579131,5,13.409551
-20607.570682,4,13.417631
-5147.585121,4,13.423635
9920.145819,3,13.427073
411.161836,4,13.433372
852.799982,4,13.439372
-5116.722587,3,13.44465
9343.412018,5,13.454651
343.431942,5,13.462288
901.422519,3,13.467712
9442.001561,3,13.473717
343.477416,5,13.481715
-5656.578161,5,13.488222
9852.423677,4,13.494222
-5557.996217,3,13.498222
9343.428157,5,13.504222
-5656.578387,5,13.511221
-5656.57403,5,13.519221
411.159486,4,13.529222
411.154403,4,13.535222
-5576.728278,3,13.540222
-5557.992016,3,13.544222
-5656.578797,5,13.552222
392.425484,4,13.558222
-5625.719302,4,13.563221
9460.143462,3,13.567221
-20656.553236,5,13.574225
9343.414796,5,13.580224
392.434165,4,13.585726
-20147.577961,4,13.59173
9392.418183,4,13.59773
-5098.582366,3,13.60173
-5557.993356,3,13.60673
-5656.577589,5,13.61473
343.437407,5,13.622213
343.457068,5,13.628326
-20656.567755,5,13.637326
852.430127,4,13.642739
343.469817,5,13.648748
-5656.575815,5,13.656026
-5588.848432,4,13.661027
-5607.574894,4,13.667026
-5656.573414,5,13.673028
-5656.578953,5,13.680028
-5576.722134,3,13.684028
-5557.997247,3,13.688535
9852.415745,4,13.694535
-5079.848548,3,13.700536
-5588.850278,4,13.706535
-20098.569833,3,13.711547
-5147.577885,4,13.718543
9374.275941,4,13.726543
-20116.717432,3,13.730793
852.42762,4,13.737792
343.451409,5,13.748406
343.426373,5,13.755406
9920.141607,3,13.760105
-5098.581414,3,13.764109
-20147.565651,4,13.770109
-5588.850714,4,13.776114
343.453022,5,13.784112
423.281452,3,13.789618
-5656.582164,5,13.798618
392.426462,4,13.805618
920.152008,3,13.812967
-5098.588572,3,13.817928
9901.412345,3,13.822934
343.434197,5,13.831938
9901.411505,3,13.836938
9343.424861,5,13.845103
343.447147,5,13.856328
-5656.57168,5,13.864328
-5588.847253,4,13.870328
-20625.712121,4,13.876334
-5656.583316,5,13.884334
343.446816,5,13.890848
-5079.852913,3,13.894847
-5656.575812,5,13.901848
9411.14914,4,13.908915
442.020244,3,13.914738
9343.426735,5,13.921734
423.287228,3,13.926072
920.156187,3,13.931085
343.437164,5,13.938653
-20116.707005,3,13.942388
883.290932,3,13.946389
852.431675,4,13.952883
-5656.58069,5,13.961107
-5098.589408,3,13.970645
343.440795,5,13.978751
374.307174,4,13.98375
374.285933,4,13.989256
-5625.71711,4,13.994258
-5576.726866,3,13.998257
343.446108,5,14.005283
-20656.568373,5,14.011735
-5656.585572,5,14.018735
442.01959,3,14.022735
9343.413266,5,14.030734
852.425789,4,14.036734
-5079.85745,3,14.041736
9343.415014,5,14.049734
-5079.854237,3,14.053734
343.430905,5,14.061756
-20656.570413,5,14.067751
-5539.85834,3,14.071755
9343.426668,5,14.081926
-5625.723951,4,14.087436
-5625.725261,4,14.092754
9374.272696,4,14.097755
-5656.565414,5,14.103764
343.468661,5,14.110762
-5147.585137,4,14.115762
-5147.578428,4,14.120762
-5539.856964,3,14.125762
-5098.580653,3,14.129762
343.455039,5,14.135762
-5588.852542,4,14.140769
343.431275,5,14.147766
411.151069,4,14.152764
-5588.849935,4,14.157883
343.428961,5,14.163894
-5098.588898,3,14.167894
9343.416971,5,14.174895
-5588.853937,4,14.179895
883.278129,3,14.186399
-5539.858177,3,14.190402
374.284829,4,14.195402
343.453615,5,14.202891
-5539.857278,3,14.206891
-5079.853592,3,14.21219
-5656.577888,5,14.21819
920.150471,3,14.22219
9920.142462,3,14.226609
852.430993,4,14.231611
-5116.725554,3,14.23561
852.428465,4,14.241728
343.458278,5,14.247558
9442.001433,3,14.251557
852.432447,4,14.256557
343.442697,5,14.263916
-5656.56955,5,14.270719
-5588.849565,4,14.276745
-5116.727016,3,14.280742
9343.427137,5,14.288249
852.448377,4,14.298775
343.426345,5,14.308092
-20656.565784,5,14.315519
392.428291,4,14.320519
-5656.572557,5,14.327881
343.43931,5,14.333896
-5656.576997,5,14.339895
343.436432,5,14.347063
343.44265,5,14.353064
-5116.725503,3,14.357062
-5656.579939,5,14.364062
9920.141143,3,14.367062
343.430632,5,14.375065
-5625.722865,4,14.382065
-5147.583339,4,14.387573
-5588.852473,4,14.393571
-5656.566716,5,14.399573
-5147.581454,4,14.409318
343.446869,5,14.415318
9343.426186,5,14.422844
343.452514,5,14.42932
-5625.71875,4,14.43432
-5588.850367,4,14.43932
852.431737,4,14.444462
-5539.853872,3,14.448462
-5656.580596,5,14.454461
-5098.585179,3,14.458597
411.155802,4,14.463597
883.286494,3,14.467596
-5625.71864,4,14.472598
9423.277931,3,14.476599
-20656.568122,5,14.483808
-5576.723432,3,14.488317
9901.417082,3,14.492692
-5656.578305,5,14.500692
9852.416632,4,14.505692
-5656.575501,5,14.514106
-5656.573109,5,14.520607
-5656.567293,5,14.527696
343.434907,5,14.535695
9343.42272,5,14.543696
9442.006097,3,14.548697
392.424245,4,16.606133
-5576.726356,3,16.610447
-20656.574772,5,16.616446
852.427066,4,16.621446
9901.414711,3,16.626448
-5116.724954,3,16.631446
-5588.852609,4,16.636446
-5588.854599,4,16.641829
-5625.718818,4,16.64684
-5116.722466,3,16.650841
343.443292,5,16.657348
852.435232,4,16.662348
-20098.579629,3,16.666348
9392.410436,4,16.672348
343.424362,5,16.678351
9920.150273,3,16.682351
-5539.859323,3,16.686351
-5656.580028,5,16.691859
411.152234,4,16.696858
423.28642,3,16.703858
-5116.725736,3,16.708858
343.460187,5,16.714858
343.436682,5,16.722858
-5656.574741,5,16.730858
411.151433,4,16.735859
-5098.589523,3,16.739859
-5625.722061,4,16.745981
343.435252,5,16.753984
-5625.72381,4,16.75898
374.287849,4,16.76498
-5656.576504,5,16.77098
343.438928,5,16.778985
901.424914,3,16.784983
-5656.575883,5,16.791489
343.432675,5,16.799489
-5098.586351,3,16.802489
343.428894,5,16.811491
9343.425321,5,16.818793
-5098.587231,3,16.822794
-5656.57482,5,16.831225
374.306494,4,16.837225
-5576.726746,3,16.842227
343.440018,5,16.850224
343.440352,5,16.858227
-20588.839543,4,16.864224
343.430508,5,16.870224
343.441054,5,16.877228
-5539.855634,3,16.881227
-5625.720721,4,16.886227
-5098.585134,3,16.89122
-5588.847645,4,16.898567
-5656.569705,5,16.907639
-5625.719901,4,16.913008
-5539.855691,3,16.917008
-5656.577267,5,16.927008
423.284008,3,16.931007
392.429024,4,16.936007
920.14984,3,16.941007
-5116.725971,3,16.945007
-5588.855229,4,16.952007
343.444907,5,16.958174
-5079.854713,3,16.963175
9423.275987,3,16.967174
-20656.571461,5,16.974326
-5625.723805,4,16.980325
-5539.856281,3,16.985325
-5656.579841,5,16.992842
9460.148001,3,16.997838
411.156907,4,17.002841
343.433314,5,17.012838
9442.001806,3,17.017838
852.440222,4,17.022838
411.169021,4,17.030838
852.424506,4,17.036838
-5098.587077,3,17.040838
343.441891,5,17.047911
-5147.585126,4,17.05292
-5656.584358,5,17.06092
-5656.568361,5,17.066919
-5147.572873,4,17.071919
-20147.570353,4,17.078036
-5625.72442,4,17.084036
-5656.581507,5,17.091646
-5607.576369,4,17.0977
-5147.583293,4,17.1027
343.42994,5,17.109592
-20588.83969,4,17.114591
-5557.998003,3,17.118592
-5607.582714,4,17.123591
-20656.554349,5,17.13159
343.445172,5,17.14214
-5147.578853,4,17.155191
343.439557,5,17.162187
9343.416362,5,17.168187
-5557.989177,3,17.173187
374.28439,4,17.178191
-5116.722981,3,17.182191
343.427322,5,17.188699
9920.143176,3,17.193704
343.469668,5,17.201704
-5116.725392,3,17.205704
-5147.586245,4,17.211172
-5557.989648,3,17.215172
-5098.587316,3,17.218172
-5098.588473,3,17.222172
343.45417,5,17.229214
343.432943,5,17.235572
-5116.727247,3,17.240946
883.27846,3,17.24496
-5116.72057,3,17.253067
411.172541,4,17.259065
-5656.570999,5,17.265065
-5656.575096,5,17.271066
-5079.858448,3,17.275155
-5576.724906,3,17.279155
-5607.57983,4,17.285154
9374.274344,4,17.28966
9852.419278,4,17.29466
-5588.842943,4,17.300666
-5656.577434,5,17.30879
343.465794,5,17.316788
-5079.857026,3,17.320788
343.464209,5,17.327788
-5607.575793,4,17.333788
9411.152658,4,17.339791
-5116.724489,3,17.34479
9423.274871,3,17.349788
852.433428,4,17.354789
883.289846,3,17.358789
-5116.723814,3,17.365788
9852.426859,4,17.370788
-5098.586754,3,17.374795
883.278554,3,17.378794
-5079.85564,3,17.382794
374.284359,4,17.38831
343.428253,5,17.396137
343.440382,5,17.40215
-5098.584264,3,17.406151
392.440026,4,17.41215
343.435541,5,17.41815
343.45799,5,17.42515
9392.412702,4,17.43015
852.433499,4,17.43515
-5557.996504,3,17.439151
392.424797,4,17.44515
-20656.563648,5,17.45215
-5656.574573,5,17.45952
374.287783,4,17.46652
-5656.572141,5,17.475539
-5098.588413,3,17.479539
-5147.587402,4,17.485539
-20655.596884,5,17.49304
-5147.580892,4,17.49904
-5625.719668,4,17.506649
-5116.728277,3,17.511065
343.455527,5,17.518068
-5079.855714,3,17.522065
343.446711,5,17.52923
9920.142457,3,17.533231
-5539.855894,3,17.53623
-5656.575952,5,17.543357
9343.425337,5,17.549357
-5607.5829,4,17.554357
852.451023,4,17.559469
-5116.726016,3,17.563596
-20588.847994,4,17.568609
343.475183,5,17.575637
-5656.572493,5,17.584646
883.283315,3,17.588646
374.288147,4,17.594153
343.433201,5,17.602153
883.27974,3,17.606153
-5607.581462,4,17.613153
9920.143487,3,17.617152
-5656.579775,5,17.623153
852.433597,4,17.629153
411.154935,4,17.634153
9392.41528,4,17.639153
852.434408,4,17.645152
-5607.58148,4,17.651153
852.427936,4,17.657152
-5079.856051,3,17.661153
-5147.584296,4,17.667152
-5098.586513,3,17.671154
-5625.722653,4,17.67728
-5576.725931,3,17.68128
-5539.856253,3,17.689786
883.27974,3,17.694787
343.435192,5,17.702201
-5656.583709,5,17.710198
-5625.720493,4,17.716198
-5557.994616,3,17.721198
-5576.727448,3,17.725712
343.457953,5,17.733715
-5656.575067,5,17.741714
343.447204,5,17.748746
-5656.578987,5,17.756786
-5656.568541,5,17.764832
-5098.583303,3,17.769732
-5656.581366,5,17.777356
9423.277057,3,17.782357
-5079.856357,3,17.787369
-5147.583055,4,17.792886
9411.151428,4,17.801884
343.435467,5,17.809883
343.440518,5,17.817391
-20656.566309,5,17.825901
343.423473,5,17.835044
-5625.719727,4,17.841141
852.435757,4,17.848559
-5557.9939,3,17.852557
460.154555,3,17.857653
-5625.721519,4,17.864651
-5656.579986,5,17.871651
392.434508,4,17.878796
-5098.585998,3,17.882796
-5656.580539,5,17.890306
343.428445,5,17.898489
9343.420667,5,17.910489
9343.423193,5,17.918489
-5576.72316,3,17.923492
-5576.725023,3,17.92749
-5116.726832,3,17.932489
9343.433852,5,17.940495
-5147.585205,4,17.946489
-5625.722028,4,17.95249
343.436044,5,17.960588
-5588.849826,4,17.966588
343.428714,5,17.974597
-5147.586221,4,17.979597
852.42689,4,17.984597
9442.004223,3,17.987596
852.421931,4,17.995111
343.451068,5,18.00311
343.427173,5,18.011921
343.436854,5,18.02192
-5116.719982,3,18.027049
-5656.582456,5,18.033304
343.433235,5,18.041422
-5588.851009,4,18.047422
343.437236,5,18.055421
411.166339,4,18.061422
-5557.995857,3,18.066421
-20656.544825,5,18.074424
9343.418228,5,18.081424
-5656.575289,5,18.089931
392.423117,4,18.095931
392.430193,4,18.10193
-5116.727211,3,18.106931
-5607.581885,4,18.112931
392.42552,4,18.118932
-5607.581904,4,18.127932
-5539.856895,3,18.132931
343.437791,5,18.141418
-5625.722515,4,18.146846
883.278554,3,18.151846
9343.417743,5,18.159151
-5576.726582,3,18.163153
374.280194,4,18.169287
-5539.855644,3,18.173373
411.160215,4,18.18447
-5557.995469,3,18.189983
-5147.581769,4,18.197981
901.425896,3,18.202981
-5116.723978,3,18.208981
-5576.72714,3,18.215337
-5656.576213,5,18.224337
901.445141,3,18.229345
852.425807,4,18.238347
343.429565,5,18.246344
343.430527,5,18.253349
883.279168,3,18.258487
-5079.851903,3,18.263495
-5147.586202,4,18.26964
343.441084,5,18.277742
392.424082,4,18.283744
343.430765,5,18.291789
343.437254,5,18.299788
-5656.580774,5,18.307904
-5588.852074,4,18.313914
-5576.723153,3,18.318914
343.485579,5,18.326914
374.286254,4,18.333215
442.011127,3,18.338224
-5098.585745,3,18.342224
852.427953,4,18.351459
-5656.576822,5,18.359699
-5147.57986,4,18.365696
343.439402,5,18.373698
-5116.727664,3,18.378845
9343.420116,5,18.385845
-20625.712341,4,18.392351
343.426383,5,18.400351
-5656.574314,5,18.408353
343.449201,5,18.417898
9423.2701,3,18.4219
343.431733,5,18.430096
-20656.5733,5,18.437734
392.436604,4,18.443945
-5656.579683,5,18.455046
-5656.567127,5,18.463046
343.431337,5,18.470307
-20656.557334,5,18.478309
343.443674,5,18.486308
343.432845,5,18.493815
343.427701,5,18.501827
392.428435,4,18.514921
9920.143304,3,18.519921
-5607.582213,4,18.526051
-5116.724785,3,18.532047
-5079.855322,3,18.536047
-5147.583699,4,18.541048
-20116.720664,3,18.545054
-5607.577109,4,18.550054
-5539.847735,3,18.554054
901.419416,3,18.558054
-5098.588511,3,18.565554
-5607.581306,4,18.571748
852.423813,4,18.577755
9374.277614,4,18.583753
-5625.720459,4,18.59026
-20656.562406,5,18.597259
9883.275889,3,18.601259
920.163965,3,18.605259
9411.157085,4,18.610658
852.426595,4,18.617658
-5079.858589,3,18.621658
392.433304,4,18.627661
-5607.581009,4,18.633964
-5098.5859,3,18.638966
-5656.572386,5,18.646964
343.4328,5,18.653964
-20607.574823,4,18.660281
-5656.583852,5,18.668681
343.45794,5,18.68001
-5607.580198,4,18.687013
-5576.72871,3,18.691664
-5539.855907,3,18.695676
-5098.58291,3,18.69968
9852.414658,4,18.704821
343.44234,5,18.712925
-5098.589933,3,18.716926
343.441698,5,18.724927
343.43189,5,18.732929
920.16087,3,18.736933
883.283447,3,18.743434
901.425405,3,18.748546
-5656.571134,5,18.757548
343.426364,5,18.766546
392.429889,4,18.773546
-5116.721261,3,18.78082
9423.276088,3,18.785828
9343.418848,5,18.793474
343.434484,5,18.80093
343.434766,5,18.808072
9423.271794,3,18.813069
-5576.721987,3,18.818069
343.429828,5,18.825191
392.440026,4,18.831518
-5098.585772,3,18.83719
-20147.579066,4,18.843227
423.287722,3,18.849275
-5656.5785,5,18.857297
343.436041,5,18.864459
411.153185,4,18.870459
374.290132,4,18.876763
-5656.57005,5,18.884762
-5607.581678,4,18.89384
343.437598,5,18.901015
343.43758,5,18.909014
-5656.573687,5,18.917039
343.430605,5,18.924055
852.422714,4,18.930054
374.294656,4,18.936054
374.293621,4,18.942053
-5557.997041,3,18.946053
852.430526,4,18.951054
-5607.573473,4,18.957054
-5079.852822,3,18.961053
-5656.577815,5,18.968054
423.277872,3,18.972053
-5656.574974,5,18.97806
-5557.993001,3,18.98306
-5116.723875,3,18.987061
374.286701,4,18.992575
-5147.577766,4,18.997574
